2022-09-21 17:14:07,635 INFO  Logger.cs: 70 - 
2022-09-21 17:16:24,134 INFO  ExportHelperExtension.cs: 1136 - Found 27 in HitBox.stp-1
2022-09-21 17:16:24,135 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in HitBox.stp-1
2022-09-21 17:16:24,313 INFO  SwAddin.cs: 339 - Loading config tree
2022-09-21 17:16:24,316 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-09-21 17:16:24,319 INFO  SwAddin.cs: 344 - Showing property manager
2022-09-21 17:16:35,321 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-21 17:16:35,743 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-21 17:16:36,134 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-21 17:16:36,580 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-21 17:17:10,090 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-21 17:18:13,010 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-09-21 17:18:14,449 INFO  ExportHelperExtension.cs: 347 - Creating joint FR_Wheel
2022-09-21 17:18:14,455 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Frame
2022-09-21 17:18:14,455 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-09-21 17:18:14,456 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2022-09-21 17:18:14,470 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-09-21 17:18:14,471 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-09-21 17:18:14,471 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-09-21 17:18:14,472 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-09-21 17:18:15,109 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Frame to child FR_Wheel failed
2022-09-21 17:18:15,114 INFO  ExportHelperExtension.cs: 347 - Creating joint BR_Wheel
2022-09-21 17:18:15,114 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Frame
2022-09-21 17:18:15,114 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-09-21 17:18:15,115 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2022-09-21 17:18:15,127 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-09-21 17:18:15,127 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-09-21 17:18:15,128 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-09-21 17:18:15,128 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-09-21 17:18:15,716 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Frame to child BR_Wheel failed
2022-09-21 17:18:15,721 INFO  ExportHelperExtension.cs: 347 - Creating joint FL_Wheel
2022-09-21 17:18:15,721 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Frame
2022-09-21 17:18:15,722 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-09-21 17:18:15,722 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2022-09-21 17:18:15,734 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-09-21 17:18:15,734 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-09-21 17:18:15,734 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-09-21 17:18:15,735 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-09-21 17:18:16,332 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Frame to child FL_Wheel failed
2022-09-21 17:18:16,336 INFO  ExportHelperExtension.cs: 347 - Creating joint BL_Wheel
2022-09-21 17:18:16,336 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Frame
2022-09-21 17:18:16,336 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-09-21 17:18:16,337 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2022-09-21 17:18:16,349 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-09-21 17:18:16,350 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-09-21 17:18:16,350 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-09-21 17:18:16,350 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-09-21 17:18:16,949 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Frame to child BL_Wheel failed
2022-09-21 17:18:17,090 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HitBox
2022-09-21 17:18:17,092 INFO  ExportHelperExtension.cs: 1136 - Found 30 in HitBox
2022-09-21 17:18:17,093 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in HitBox
2022-09-21 17:18:17,093 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-21 17:18:17,093 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-09-21 17:18:17,093 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HitBox.stp-1
2022-09-21 17:18:17,094 INFO  ExportHelperExtension.cs: 1136 - Found 27 in HitBox.stp-1
2022-09-21 17:18:17,094 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HitBox.stp-1
2022-09-21 17:18:17,095 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from HitBox
2022-09-21 17:18:17,095 INFO  ExportHelperExtension.cs: 1136 - Found 30 in HitBox
2022-09-21 17:18:17,096 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in HitBox
2022-09-21 17:18:17,096 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-21 17:18:17,096 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-09-21 17:18:17,097 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from HitBox.stp-1
2022-09-21 17:18:17,097 INFO  ExportHelperExtension.cs: 1136 - Found 27 in HitBox.stp-1
2022-09-21 17:18:17,097 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in HitBox.stp-1
2022-09-21 17:18:17,150 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-21 17:20:33,738 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-09-21 17:20:33,742 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
